Date : 2024-11-06 20:01:39
Directory : /home/dana/Documents/Projects/Python/PyPlate
Total : 1316 files,  329224 codes, 23493 comments, 47021 blanks, all 399738 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/d.py                                           | Python           |        209 |         38 |         13 |        260 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/dalvik.py                                      | Python           |        114 |          3 |         10 |        127 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/data.py                                        | Python           |        519 |        147 |         98 |        764 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/dax.py                                         | Python           |        125 |          0 |         11 |        136 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/devicetree.py                                  | Python           |         87 |          7 |         15 |        109 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/diff.py                                        | Python           |        141 |          3 |         26 |        170 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/dns.py                                         | Python           |         85 |          9 |         16 |        110 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/dotnet.py                                      | Python           |        735 |         21 |         91 |        847 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/dsls.py                                        | Python           |        825 |         41 |        105 |        971 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/dylan.py                                       | Python           |        202 |         27 |         51 |        280 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/ecl.py                                         | Python           |        130 |          1 |         14 |        145 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/eiffel.py                                      | Python           |         60 |          1 |          8 |         69 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/elm.py                                         | Python           |         77 |         14 |         33 |        124 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/elpi.py                                        | Python           |        159 |          0 |         14 |        173 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/email.py                                       | Python           |         95 |         12 |         26 |        133 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/erlang.py                                      | Python           |        446 |         14 |         67 |        527 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/esoteric.py                                    | Python           |        234 |         18 |         49 |        301 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/ezhil.py                                       | Python           |         65 |          2 |         10 |         77 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/factor.py                                      | Python           |        318 |         14 |         32 |        364 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/fantom.py                                      | Python           |        213 |         16 |         23 |        252 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/felix.py                                       | Python           |        222 |         24 |         30 |        276 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/fift.py                                        | Python           |         48 |          4 |         17 |         69 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/floscript.py                                   | Python           |         65 |          4 |         13 |         82 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/forth.py                                       | Python           |        131 |         33 |         15 |        179 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/fortran.py                                     | Python           |        177 |         11 |         25 |        213 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/foxpro.py                                      | Python           |        402 |          4 |         22 |        428 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/freefem.py                                     | Python           |        865 |          9 |         20 |        894 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/func.py                                        | Python           |         94 |          5 |         12 |        111 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/functional.py                                  | Python           |         16 |          1 |          5 |         22 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/futhark.py                                     | Python           |         80 |          6 |         20 |        106 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/gcodelexer.py                                  | Python           |         28 |          0 |          8 |         36 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/gdscript.py                                    | Python           |        169 |          4 |         17 |        190 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/go.py                                          | Python           |         76 |         14 |          8 |         98 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/grammar_notation.py                            | Python           |        187 |         23 |         53 |        263 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/graph.py                                       | Python           |         96 |          1 |         12 |        109 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/graphics.py                                    | Python           |        697 |         52 |         46 |        795 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/graphql.py                                     | Python           |        165 |          1 |         11 |        177 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/graphviz.py                                    | Python           |         51 |          0 |          8 |         59 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/gsql.py                                        | Python           |         92 |          0 |         12 |        104 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/haskell.py                                     | Python           |        686 |         89 |         92 |        867 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/haxe.py                                        | Python           |        710 |         72 |        154 |        936 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/hdl.py                                         | Python           |        402 |         26 |         39 |        467 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/hexdump.py                                     | Python           |         90 |          0 |         13 |        103 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/html.py                                        | Python           |        520 |         19 |         88 |        627 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/idl.py                                         | Python           |        270 |          0 |         15 |        285 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/igor.py                                        | Python           |        418 |          6 |         12 |        436 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/inferno.py                                     | Python           |         72 |         12 |         12 |         96 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/installers.py                                  | Python           |        303 |          0 |         23 |        326 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/int_fiction.py                                 | Python           |      1,254 |         64 |         53 |      1,371 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/iolang.py                                      | Python           |         48 |          7 |          7 |         62 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/j.py                                           | Python           |        110 |         14 |         28 |        152 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/javascript.py                                  | Python           |      1,416 |         50 |        122 |      1,588 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/jmespath.py                                    | Python           |         62 |          0 |          8 |         70 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/jslt.py                                        | Python           |         84 |          0 |         11 |         95 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/jsonnet.py                                     | Python           |        153 |          4 |         13 |        170 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/jsx.py                                         | Python           |         64 |          1 |         11 |         76 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/julia.py                                       | Python           |        214 |         43 |         37 |        294 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/jvm.py                                         | Python           |      1,541 |        100 |        162 |      1,803 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/kuin.py                                        | Python           |        298 |         14 |         21 |        333 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/kusto.py                                       | Python           |         75 |          8 |         11 |         94 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/ldap.py                                        | Python           |        135 |          3 |         18 |        156 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/lean.py                                        | Python           |        208 |          4 |         30 |        242 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/lilypond.py                                    | Python           |        121 |         73 |         32 |        226 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/lisp.py                                        | Python           |      2,576 |        282 |        289 |      3,147 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/macaulay2.py                                   | Python           |      1,775 |          1 |         13 |      1,789 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/make.py                                        | Python           |        155 |         36 |         22 |        213 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/markup.py                                      | Python           |      1,322 |        209 |        124 |      1,655 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/math.py                                        | Python           |         16 |          1 |          5 |         22 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/matlab.py                                      | Python           |      3,156 |         76 |         75 |      3,307 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/maxima.py                                      | Python           |         69 |          2 |         14 |         85 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/meson.py                                       | Python           |        126 |          3 |         11 |        140 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/mime.py                                        | Python           |        155 |         15 |         41 |        211 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/minecraft.py                                   | Python           |        273 |         61 |         58 |        392 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/mips.py                                        | Python           |         87 |         30 |         14 |        131 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/ml.py                                          | Python           |        661 |        168 |        130 |        959 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/modeling.py                                    | Python           |        278 |         53 |         36 |        367 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/modula2.py                                     | Python           |        939 |        438 |        203 |      1,580 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/mojo.py                                        | Python           |        661 |         30 |         14 |        705 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/monte.py                                       | Python           |        137 |         37 |         30 |        204 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/mosel.py                                       | Python           |        432 |          4 |         12 |        448 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/ncl.py                                         | Python           |        869 |          8 |         18 |        895 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/nimrod.py                                      | Python           |        162 |         13 |         25 |        200 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/nit.py                                         | Python           |         56 |          0 |          8 |         64 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/nix.py                                         | Python           |        100 |         16 |         29 |        145 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/oberon.py                                      | Python           |        101 |          8 |         12 |        121 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/objective.py                                   | Python           |        438 |         33 |         43 |        514 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/ooc.py                                         | Python           |         70 |          2 |         13 |         85 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/openscad.py                                    | Python           |         89 |          0 |          8 |         97 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/other.py                                       | Python           |         36 |          1 |          5 |         42 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/parasail.py                                    | Python           |         64 |          4 |         11 |         79 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/parsers.py                                     | Python           |        614 |         51 |        134 |        799 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/pascal.py                                      | Python           |        577 |         31 |         37 |        645 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/pawn.py                                        | Python           |        176 |          8 |         19 |        203 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/perl.py                                        | Python           |        636 |         38 |         60 |        734 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/phix.py                                        | Python           |        346 |          5 |         13 |        364 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/php.py                                         | Python           |        291 |          9 |         35 |        335 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/pointless.py                                   | Python           |         60 |          0 |         11 |         71 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/pony.py                                        | Python           |         84 |          0 |         10 |         94 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/praat.py                                       | Python           |        247 |          2 |         55 |        304 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/procfile.py                                    | Python           |         33 |          0 |          9 |         42 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/prolog.py                                      | Python           |        229 |         71 |         19 |        319 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/promql.py                                      | Python           |        155 |          8 |         14 |        177 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/prql.py                                        | Python           |        206 |         15 |         31 |        252 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/ptx.py                                         | Python           |         98 |          5 |         17 |        120 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/python.py                                      | Python           |      1,061 |         68 |         70 |      1,199 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/q.py                                           | Python           |        145 |         30 |         13 |        188 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/qlik.py                                        | Python           |         86 |         21 |         11 |        118 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/qvt.py                                         | Python           |        125 |         10 |         19 |        154 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/r.py                                           | Python           |        139 |         30 |         24 |        193 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/rdf.py                                         | Python           |        340 |         42 |         87 |        469 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/rebol.py                                       | Python           |        397 |          2 |         21 |        420 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/resource.py                                    | Python           |         73 |          0 |         11 |         84 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/ride.py                                        | Python           |        108 |         12 |         19 |        139 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/rita.py                                        | Python           |         35 |          0 |          8 |         43 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/rnc.py                                         | Python           |         50 |          5 |         12 |         67 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/roboconf.py                                    | Python           |         54 |          9 |         19 |         82 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/robotframework.py                              | Python           |        421 |         15 |        116 |        552 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/ruby.py                                        | Python           |        433 |         49 |         37 |        519 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/rust.py                                        | Python           |        180 |         23 |         20 |        223 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/sas.py                                         | Python           |        200 |         14 |         14 |        228 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/savi.py                                        | Python           |         87 |         44 |         41 |        172 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/scdoc.py                                       | Python           |         56 |         12 |         18 |         86 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/scripting.py                                   | Python           |      1,396 |         51 |        152 |      1,599 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/sgf.py                                         | Python           |         45 |          5 |         10 |         60 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/shell.py                                       | Python           |        819 |          6 |         74 |        899 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/sieve.py                                       | Python           |         63 |          7 |          9 |         79 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/slash.py                                       | Python           |        170 |          0 |         14 |        184 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/smalltalk.py                                   | Python           |        174 |          8 |         13 |        195 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/smithy.py                                      | Python           |         67 |          0 |         11 |         78 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/smv.py                                         | Python           |         59 |          6 |         14 |         79 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/snobol.py                                      | Python           |         60 |         13 |         10 |         83 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/solidity.py                                    | Python           |         78 |          0 |         10 |         88 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/soong.py                                       | Python           |         64 |          5 |         10 |         79 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/sophia.py                                      | Python           |         84 |          0 |         19 |        103 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/special.py                                     | Python           |         96 |          1 |         25 |        122 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/spice.py                                       | Python           |         56 |          7 |          8 |         71 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/sql.py                                         | Python           |        785 |        100 |        149 |      1,034 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/srcinfo.py                                     | Python           |         51 |          0 |         12 |         63 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/stata.py                                       | Python           |        129 |         32 |         10 |        171 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/supercollider.py                               | Python           |         84 |          0 |         11 |         95 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/tact.py                                        | Python           |        295 |          0 |          9 |        304 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/tal.py                                         | Python           |         63 |          3 |         12 |         78 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/tcl.py                                         | Python           |        136 |          0 |         13 |        149 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/teal.py                                        | Python           |         76 |          3 |         10 |         89 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/templates.py                                   | Python           |      1,901 |         71 |        384 |      2,356 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/teraterm.py                                    | Python           |        311 |          5 |         10 |        326 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/testing.py                                     | Python           |        165 |         16 |         29 |        210 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/text.py                                        | Python           |         22 |          1 |          5 |         28 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/textedit.py                                    | Python           |        173 |          6 |         27 |        206 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/textfmts.py                                    | Python           |        342 |         44 |         51 |        437 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/theorem.py                                     | Python           |        337 |         19 |         55 |        411 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/thingsdb.py                                    | Python           |        120 |          6 |         15 |        141 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/tlb.py                                         | Python           |         46 |          0 |         14 |         60 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/tls.py                                         | Python           |         40 |          6 |          9 |         55 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/tnt.py                                         | Python           |        239 |         11 |         21 |        271 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/trafficscript.py                               | Python           |         43 |          0 |          9 |         52 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/typoscript.py                                  | Python           |        168 |         27 |         22 |        217 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/typst.py                                       | Python           |         93 |          3 |          9 |        105 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/ul4.py                                         | Python           |        222 |         58 |         30 |        310 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/unicon.py                                      | Python           |        385 |          3 |         26 |        414 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/urbi.py                                        | Python           |        114 |         13 |         19 |        146 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/usd.py                                         | Python           |         73 |          0 |         13 |         86 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/varnish.py                                     | Python           |        170 |          6 |         14 |        190 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/verification.py                                | Python           |         96 |          4 |         14 |        114 |
| /home/dana/Documents/Projects/Python/PyPlate/.venv-pyplate/lib/python3.12/site-packages/pygments/lexers/verifpal.py                                    | Python           |         57 |          0 |          9 |         66 |
